timestamp,open,high,low,close,volume
2024-11-22 12:30:00,0.39649,0.39772,0.39377,0.39435,54334905.0
2024-11-22 12:45:00,0.39435,0.4003,0.39435,0.40008,67711215.0
2024-11-22 13:00:00,0.40008,0.41797,0.39785,0.40641,430885764.0
2024-11-22 13:15:00,0.40641,0.41094,0.38742,0.38816,472642927.0
2024-11-22 13:30:00,0.38816,0.40082,0.38801,0.39408,356867660.0
2024-11-22 13:45:00,0.39408,0.39999,0.39165,0.39882,176125373.0
2024-11-22 14:00:00,0.39882,0.40641,0.39575,0.40396,137112260.0
2024-11-22 14:15:00,0.40396,0.40637,0.398,0.39957,120966096.0
2024-11-22 14:30:00,0.39957,0.40191,0.39529,0.3983,142442638.0
2024-11-22 14:45:00,0.3983,0.4001,0.39302,0.39494,77793698.0
2024-11-22 15:00:00,0.39494,0.4033,0.39362,0.40212,134448557.0
2024-11-22 15:15:00,0.40212,0.40482,0.40094,0.4024,124017238.0
2024-11-22 15:30:00,0.4024,0.40574,0.39939,0.40469,80268539.02024-11-23
2024-11-22 15:45:00,0.40469,0.40767,0.40238,0.4039,82771823.0
2024-11-22 16:00:00,0.4039,0.40396,0.39967,0.40016,59404318.0
2024-11-22 16:15:00,0.40016,0.40243,0.39999,0.40085,37166273.0
2024-11-22 16:30:00,0.40085,0.40347,0.39747,0.39938,68596907.0
2024-11-22 16:45:00,0.39938,0.41329,0.39933,0.40795,139793799.0
2024-11-22 17:00:00,0.40795,0.41598,0.40521,0.41184,144845598.0
2024-11-22 17:15:00,0.41184,0.41584,0.40949,0.41101,100952870.0
2024-11-22 17:30:00,0.41101,0.41153,0.406,0.40835,92298136.0
2024-11-22 17:45:00,0.40835,0.41018,0.40437,0.40577,63212690.0
2024-11-22 18:00:00,0.40577,0.4092,0.40496,0.40795,45354321.0
2024-11-22 18:15:00,0.40795,0.41016,0.40549,0.40587,56430990.0
2024-11-22 18:30:00,0.40587,0.41004,0.40587,0.40729,48941973.0
2024-11-22 18:45:00,0.40729,0.40938,0.39836,0.39929,145571841.0
2024-11-22 19:00:00,0.39929,0.402,0.39515,0.39639,115461455.0
2024-11-22 19:15:00,0.39639,0.40075,0.39471,0.40042,55635110.0
2024-11-22 19:30:00,0.40042,0.40094,0.39634,0.40013,47751225.0
2024-11-22 19:45:00,0.40013,0.40111,0.39857,0.40026,30034657.0
2024-11-22 20:00:00,0.40026,0.40226,0.39918,0.4014,36085152.0
2024-11-22 20:15:00,0.4014,0.40241,0.39978,0.40126,23270027.0
2024-11-22 20:30:00,0.40126,0.40282,0.40008,0.40207,21003790.0
2024-11-22 20:45:00,0.40207,0.4032,0.4009,0.40261,30192842.0
2024-11-22 21:00:00,0.40261,0.40427,0.39978,0.40109,58094764.0
2024-11-22 21:15:00,0.40109,0.40344,0.40078,0.40211,21019361.0
2024-11-22 21:30:00,0.40211,0.40469,0.40049,0.4045,27319541.0
2024-11-22 21:45:00,0.4045,0.4149,0.4043,0.41147,190002860.0
2024-11-22 22:00:00,0.41147,0.41688,0.41027,0.41358,128889738.0
2024-11-22 22:15:00,0.41358,0.41974,0.41172,0.4165,157921314.0
2024-11-22 22:30:00,0.4165,0.42167,0.41328,0.4175,176876378.0
2024-11-22 22:45:00,0.4175,0.4183,0.41247,0.41299,89155252.0
2024-11-22 23:00:00,0.41299,0.41537,0.41138,0.41289,43595802.0
2024-11-22 23:15:00,0.41289,0.41305,0.40788,0.40859,55213024.0
2024-11-22 23:30:00,0.40859,0.41195,0.40843,0.41046,29704270.0
2024-11-22 23:45:00,0.41046,0.41361,0.41035,0.41323,23617812.0
