,type,open_ts,open_price,close_ts,close_price,duration,profit,diff_PCT,balance
0,long,2024-12-21 09:30:00,0.33693,2024-12-21 11:05:00,0.33906,19,0.023208262843913405,0.6321787908467531,10.023208262843914
1,long,2024-12-21 11:30:00,0.33456,2024-12-21 15:05:00,0.32642,43,-0.1915865435481796,-2.433046389287433,9.831621719295734
2,long,2024-12-21 15:55:00,0.32683,2024-12-21 16:00:00,0.32273,1,-0.10689472302337874,-1.254474803414617,9.724726996272356
3,long,2024-12-21 16:05:00,0.32132,2024-12-21 16:20:00,0.32712,3,0.10233080956221928,1.8050541516245573,9.827057805834574
4,long,2024-12-21 16:50:00,0.32278,2024-12-21 17:15:00,0.32238,5,-0.02915291473585568,-0.12392341532933002,9.79790489109872
5,long,2024-12-21 17:45:00,0.32359,2024-12-21 18:35:00,0.31871,10,-0.12390442212885915,-1.5080812138817627,9.67400046896986
6,long,2024-12-21 19:10:00,0.31704,2024-12-21 20:20:00,0.32384,14,0.12478362118922429,2.1448397678526456,9.798784090159083
7,long,2024-12-21 20:30:00,0.3234,2024-12-21 20:45:00,0.3231,3,-0.026933930554314808,-0.09276437847867114,9.771850159604769
8,long,2024-12-21 21:55:00,0.31904,2024-12-21 23:05:00,0.31918,14,-0.017522252955763047,0.0438816449348135,9.754327906649007
9,long,2024-12-22 00:05:00,0.31978,2024-12-22 00:40:00,0.32233,7,0.033909756658577615,0.7974232284695718,9.788237663307584
10,long,2024-12-22 00:50:00,0.32081,2024-12-22 01:15:00,0.32072,5,-0.022475570636275068,-0.02805398834200274,9.76576209267131
11,long,2024-12-22 02:15:00,0.31945,2024-12-22 04:25:00,0.31662,26,-0.08100779903563717,-0.8858976365628422,9.684754293635672
12,long,2024-12-22 04:50:00,0.31012,2024-12-22 06:55:00,0.31525,25,0.09169340614129463,1.654198374822639,9.776447699776966
13,long,2024-12-22 08:30:00,0.31678,2024-12-22 08:50:00,0.31662,4,-0.02398362174107191,-0.05050823915651035,9.752464078035894
14,long,2024-12-22 13:55:00,0.32006,,,,,,
