,type,open_ts,open_price,close_ts,close_price,duration,profit,diff_PCT,balance
0,long,2024-12-19 17:55:00,0.3237,2024-12-19 18:55:00,0.31896,12,-0.12339981464318697,-1.4643188137163938,9.876600185356812
1,long,2024-12-19 19:50:00,0.30464,2024-12-19 20:40:00,0.3155,10,0.22547379525174696,3.564863445378145,10.102073980608559
2,long,2024-12-20 00:45:00,0.31481,2024-12-20 01:50:00,0.31198,13,-0.08471995031188395,-0.8989549251929734,10.017354030296675
3,long,2024-12-20 05:40:00,0.31976,2024-12-20 07:30:00,0.3199,22,-0.017969396321158605,0.043782837127854954,9.999384633975517
4,long,2024-12-20 07:40:00,0.31941,2024-12-20 07:50:00,0.317,2,-0.07375877446576336,-0.754516139131531,9.925625859509752
5,long,2024-12-20 08:20:00,0.30718,2024-12-20 10:00:00,0.2921,20,-0.361589083093342,-4.909173774334261,9.56403677641641
6,long,2024-12-20 10:15:00,0.28711,2024-12-20 11:10:00,0.28488,11,-0.07203157745888043,-0.7767057922050623,9.49200519895753
7,long,2024-12-20 12:15:00,0.27669,2024-12-20 12:20:00,0.28278,1,0.1261651437209286,2.2010191911525476,9.618170342678459
8,long,2024-12-20 21:00:00,0.31055,2024-12-20 22:10:00,0.31171,14,0.004925475717620373,0.37353083239413765,9.623095818396079
9,long,2024-12-21 04:25:00,0.32651,2024-12-21 04:40:00,0.32843,3,0.019363050461697517,0.5880371198431832,9.642458868857776
10,long,2024-12-21 13:10:00,0.32429,2024-12-21 14:20:00,0.32457,14,-0.014427115407395488,0.08634247124487417,9.628031753450381
11,long,2024-12-21 17:25:00,0.32297,2024-12-21 17:35:00,0.32298,2,-0.02001039894204662,0.0030962628107904762,9.608021354508335
12,long,2024-12-21 17:45:00,0.32359,2024-12-21 18:00:00,0.32502,3,0.009515085519532717,0.44191724095305385,9.617536440027868
13,long,2024-12-21 18:30:00,0.32122,2024-12-21 20:10:00,0.32419,20,0.041987543691242274,0.9245999626424173,9.65952398371911
14,long,2024-12-21 21:50:00,0.31859,2024-12-21 22:35:00,0.32271,9,0.06706930799878677,1.2931981543676867,9.726593291717897
15,long,2024-12-21 23:10:00,0.32072,2024-12-21 23:20:00,0.32248,2,0.016900107481196504,0.5487652781242154,9.743493399199094
16,long,2024-12-21 23:30:00,0.31985,2024-12-21 23:50:00,0.32098,4,0.0036105606116812582,0.353290604971069,9.747103959810776
