,type,open_ts,open_price,close_ts,close_price,duration,profit,diff_PCT,balance
0,long,2024-12-22 08:10:00,0.31632,2024-12-22 08:15:00,0.31809,1,0.018130026555386973,0.5595599393019708,10.018130026555387
1,long,2024-12-22 10:00:00,0.31956,2024-12-22 10:30:00,0.32204,6,0.03333069103352446,0.7760670922518407,10.051460717588911
2,long,2024-12-22 11:20:00,0.32125,2024-12-22 12:30:00,0.32307,14,0.01871373916467265,0.5665369649805584,10.070174456753584
3,long,2024-12-22 12:40:00,0.32255,2024-12-22 16:45:00,0.31622,49,-0.15934709376534317,-1.9624864362114407,9.910827362988242
4,long,2024-12-22 19:40:00,0.312,2024-12-22 21:15:00,0.31451,19,0.03494338546430714,0.8044871794871834,9.94577074845255
5,long,2024-12-22 22:25:00,0.30859,2024-12-22 22:45:00,0.3115,4,0.04470017871456246,0.9429988009980959,9.990470927167111
6,long,2024-12-23 01:15:00,0.30361,2024-12-23 02:00:00,0.31005,9,0.12721014279014362,2.121142254866441,10.117681069957255
7,long,2024-12-23 02:15:00,0.30534,2024-12-23 02:55:00,0.31098,8,0.10944213502893563,1.8471212418942746,10.22712320498619
8,long,2024-12-23 07:00:00,0.3106,2024-12-23 09:00:00,0.31738,24,0.13463826600917422,2.182871860914362,10.361761470995365
9,long,2024-12-23 12:05:00,0.31595,2024-12-23 16:40:00,0.30845,55,-0.1937642835961423,-2.3737933217281237,10.167997187399223
10,long,2024-12-24 00:05:00,0.32353,2024-12-24 01:15:00,0.32298,14,-0.03344058885208108,-0.16999969090965134,10.134556598547142
11,long,2024-12-24 01:30:00,0.32114,2024-12-24 04:40:00,0.32274,38,0.01402711753211134,0.49822507317682196,10.148583716079253
12,long,2024-12-24 04:45:00,0.32156,2024-12-24 04:50:00,0.32232,1,-0.004538647614883552,0.23634780445328488,10.14404506846437
13,long,2024-12-24 05:15:00,0.32283,2024-12-24 05:20:00,0.32337,1,-0.00943676163617483,0.16727069974908929,10.134608306828195
14,long,2024-12-24 06:15:00,0.32252,2024-12-24 13:45:00,0.32822,90,0.10397048532727371,1.7673322584646034,10.238578792155469
15,long,2024-12-24 20:40:00,0.33021,2024-12-24 20:50:00,0.3311,2,-0.002203429221663576,0.2695254534992889,10.236375362933805
